WKT,id,codigo,nomoficial,alt_izqini,alt_izqfin,alt_derini,alt_derfin,nomanter,nom_mapa,tipo_c,long,sentido,cod_sent,observa,bicisenda,lado_ciclo,recorrid_x,ciclo_obse,tooltip_bi,red_jerarq,red_tp,COMUNA,COM_PAR,COM_IMPAR,BARRIO,BARRIO_PAR,BARRIO_IMP
"MULTILINESTRING ((-58.4605218573154 -34.5739382641701,-58.4615497831912 -34.5735082111822))","3711","20127",SUPERI,"1442","1500","1439","1499",,SUPERI,CALLE,105.7,CRECIENTE,"1",,Ciclovías,,,Construcción Año 2014,Ciclovía,VÍA LOCAL,,"13","13","13",COLEGIALES,COLEGIALES,COLEGIALES
"MULTILINESTRING ((-58.4769507985775 -34.5740043647855,-58.4777322997093 -34.5731221446559))","3725","12151",LUGONES,"2102","2200","2101","2199",,LUGONES,CALLE,121.33,DECRECIENTE,"-1",,Ciclovías,"Por calzada paralela y adyacente a la vereda noreste, en doble sentido de circulación",,Construcción Enero de 2019,Ciclovía,VÍA LOCAL,,"12","12","12",VILLA URQUIZA,VILLA URQUIZA,VILLA URQUIZA
"MULTILINESTRING ((-58.4699258739946 -34.5739607220339,-58.4708652515168 -34.5744963822587))","3799","12168",LA PAMPA,"4002","4100","4001","4099","TORNQUINST, E. - PAMPA",LA PAMPA,CALLE,104.7,DECRECIENTE,"-1",,Ciclovías,"Por calzada paralela y adyacente a la vereda noroeste, en doble sentido de circulación, según Resolución N.° 443/SECTRANS/18 en BO 5463 publicado el 24/09/2018",,Construcción Año 2013,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"0","15","12",,VILLA ORTUZAR,VILLA URQUIZA
"MULTILINESTRING ((-58.4060784683103 -34.5722934878461,-58.4060836754003 -34.572114145754,-58.4061088764157 -34.5719888029466,-58.406120405222 -34.5719370467492,-58.4061367889815 -34.5718820533225,-58.4061610961406 -34.5718186127289,-58.4061899982868 -34.5717585546291,-58.4062216231002 -34.5717008922091,-58.4062558004987 -34.5716453436917,-58.4062919339053 -34.5715928243075,-58.4063270412196 -34.5715467834364,-58.4063763740565 -34.5714891292379,-58.4064419734607 -34.5714230317229,-58.4064871221498 -34.5713835449085,-58.4065401901133 -34.5713415264977,-58.4065815867775 -34.571310840897,-58.4066441065814 -34.5712660098737,-58.4067090954804 -34.571220827843,-58.4067728902709 -34.5711788143022,-58.4068310619787 -34.5711428545866,-58.4069059243637 -34.5711006348233,-58.4069733745026 -34.5710664399244,-58.4070271968491 -34.5710413233965,-58.4070927700327 -34.5710129023303,-58.4071436947339 -34.5709922211257,-58.407210543399 -34.5709659837253,-58.4072759430265 -34.5709422808855,-58.4073515579194 -34.5709199207482,-58.4074232524175 -34.5709037560777))","3805","3082",CASARES AV.,"3802","3900","3801","3899",,AV. CASARES,AVENIDA,212.85,DECRECIENTE,"-1",,Ciclovías Proyectadas,,,,Ciclovía proyectada,VÍA LOCAL,,"14","14","14",PALERMO,PALERMO,PALERMO
"MULTILINESTRING ((-58.4582166882132 -34.574838911973,-58.4594027797364 -34.5744157782406))","3840","20127",SUPERI,"1302","1400","1301","1399",,SUPERI,CALLE,118.53,CRECIENTE,"1",,Ciclovías,,,Construcción Año 2014,Ciclovía,VÍA LOCAL,,"13","13","13",COLEGIALES,COLEGIALES,COLEGIALES
"MULTILINESTRING ((-58.4761644288446 -34.5748920029405,-58.4769507985775 -34.5740043647855))","3849","12151",LUGONES,"2002","2100","2001","2099",,LUGONES,CALLE,122.08,DECRECIENTE,"-1",,Ciclovías,"Por calzada paralela y adyacente a la vereda noreste, en doble sentido de circulación",,Construcción Enero de 2019,Ciclovía,VÍA LOCAL,,"12","12","12",VILLA URQUIZA,VILLA URQUIZA,VILLA URQUIZA
"MULTILINESTRING ((-58.4956416432554 -34.5749762852484,-58.4962436219896 -34.5742266728936))","3865","3115",CERETTI,"2802","2900","2801","2899",,CERETTI,CALLE,99.83,CRECIENTE,"1",,Ciclovías,,,Construcción Año 2010,Ciclovía,VÍA LOCAL,,"12","12","12",VILLA URQUIZA,VILLA URQUIZA,VILLA URQUIZA
"MULTILINESTRING ((-58.4708652515168 -34.5744963822587,-58.4718060885342 -34.5750328097675))","3876","12168",LA PAMPA,"4102","4200","4101","4199","TORNQUINST, E. - PAMPA",LA PAMPA,CALLE,104.86,DECRECIENTE,"-1",,Ciclovías,"Por calzada paralela y adyacente a la vereda noroeste, en doble sentido de circulación, según Resolución N.° 443/SECTRANS/18 en BO 5463 publicado el 24/09/2018",,Construcción Año 2013,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"0","15","12",,VILLA ORTUZAR,VILLA URQUIZA
"MULTILINESTRING ((-58.4079984223341 -34.5750215644962,-58.4078149062737 -34.5748271112229,-58.4076092548466 -34.5745051802867))","3878","3082",CASARES AV.,"3602","3700","3601","3699",,AV. CASARES,AVENIDA,67.76,DOBLE,"2","Ordenanza Nº 34062 del 23/02/1978 - BM 15727 - pág 37445 -  CIRCULACION: Restitución de doble sentido, entre Avda Libertador y Pte Alcorta",Ciclovías,,,Construcción Año 2013,Ciclovía,VÍA LOCAL,,"14","14","14",PALERMO,PALERMO,PALERMO
"MULTILINESTRING ((-58.4690125017342 -34.5750535362608,-58.469826867424 -34.5740768564318,-58.4699258739946 -34.5739607220339))","3883","21059",TRONADOR,"1702","1800","1701","1799",ESTOMBA Y PLAZA,TRONADOR,CALLE,147.38,CRECIENTE,"1",,Ciclovías Proyectadas,,,Informada como Proyectada por Sec. de Transporte en Febrero de 2019,Ciclovía proyectada,VÍA LOCAL,,"15","15","15",VILLA ORTUZAR,VILLA ORTUZAR,VILLA ORTUZAR
"MULTILINESTRING ((-58.4572388411776 -34.5751877474348,-58.4582166882132 -34.574838911973))","3895","20127",SUPERI,"1202","1300","1201","1299",,SUPERI,CALLE,97.72,CRECIENTE,"1",,Ciclovías,,,Construcción Año 2014,Ciclovía,VÍA LOCAL,,"13","13","13",COLEGIALES,COLEGIALES,COLEGIALES
"MULTILINESTRING ((-58.4082179280276 -34.5752542034913,-58.4079984223341 -34.5750215644962))","3905","3082",CASARES AV.,"3552","3600","3551","3599",,AV. CASARES,AVENIDA,32.74,DOBLE,"2","Ordenanza Nº 34062 del 23/02/1978 - BM 15727 - pág 37445 -  CIRCULACION: Restitución de doble sentido, entre Avda Libertador y Pte Alcorta",Ciclovías,,,Construcción Año 2013,Ciclovía,VÍA LOCAL,,"14","14","14",PALERMO,PALERMO,PALERMO
"MULTILINESTRING ((-58.4562975120137 -34.5755235487188,-58.4572388411776 -34.5751877474348))","3947","20127",SUPERI,"1102","1200","1101","1199",,SUPERI,CALLE,94.07,CRECIENTE,"1",,Ciclovías,,,Construcción Año 2014,Ciclovía,VÍA LOCAL,,"13","13","13",COLEGIALES,COLEGIALES,COLEGIALES
"MULTILINESTRING ((-58.4853965888823 -34.574963217434,-58.4856107480212 -34.575091138737,-58.4866216030686 -34.5756878628795))","3977","2083",BLANCO ENCALADA,"5002","5100","5001","5099",,BLANCO ENCALADA,CALLE,138.2,CRECIENTE,"1",corrección altura 9-1-03,Ciclovías,"Por calzada paralela y adyacente a la vereda sureste, en doble sentido de circulación según Res. 339/SECTRANS/18 en BO 5423 del 27/07/2018",,Construcción Diciembre de 2018,Ciclovía,VÍA LOCAL,,"12","12","12",VILLA URQUIZA,VILLA URQUIZA,VILLA URQUIZA
"MULTILINESTRING ((-58.475378978784 -34.5757785794518,-58.4761644288446 -34.5748920029405))","3990","12151",LUGONES,"1902","2000","1901","1999",,LUGONES,CALLE,121.93,DECRECIENTE,"-1",,Ciclovías,"Por calzada paralela y adyacente a la vereda noreste, en doble sentido de circulación",,Construcción Enero de 2019,Ciclovía,VÍA LOCAL,,"12","12","12",VILLA URQUIZA,VILLA URQUIZA,VILLA URQUIZA
"MULTILINESTRING ((-58.4727425958274 -34.5755720472676,-58.4728868321582 -34.5756552770896,-58.4735472232452 -34.5760329772907,-58.473684819195 -34.5761078966996))","4044","12168",LA PAMPA,"4302","4400","4301","4399","TORNQUINST, E. - PAMPA",LA PAMPA,CALLE,104.93,DECRECIENTE,"-1",,Ciclovías,"Por calzada paralela y adyacente a la vereda noroeste, en doble sentido de circulación, según Resolución N.° 443/SECTRANS/18 en BO 5463 publicado el 24/09/2018",,Construcción Año 2013,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"0","15","12",,VILLA ORTUZAR,VILLA URQUIZA
"MULTILINESTRING ((-58.4556424550097 -34.5763644412844,-58.4567175490753 -34.5760606952649))","4082","13038","MARTINEZ, ENRIQUE, GRAL.","1002","1100","1001","1099",MARTINEZ,GRAL.ENRIQUE MARTINEZ,CALLE,104.25,CRECIENTE,"1",corrección numeración 3-2,Ciclovías,,,Construcción Año 2012,Ciclovía,VÍA LOCAL,,"13","13","13",COLEGIALES,COLEGIALES,COLEGIALES
"MULTILINESTRING ((-58.4944365469932 -34.5764766982799,-58.4950394834913 -34.5757260354398))","4098","3115",CERETTI,"2602","2700","2601","2699",,CERETTI,CALLE,99.98,CRECIENTE,"1",,Ciclovías,,,Construcción Año 2010,Ciclovía,VÍA LOCAL,,"12","12","12",VILLA URQUIZA,VILLA URQUIZA,VILLA URQUIZA
"MULTILINESTRING ((-58.4547885555253 -34.5766057274431,-58.4556424550097 -34.5763644412844))","4115","13038","MARTINEZ, ENRIQUE, GRAL.","952","1000","951","999",MARTINEZ,GRAL.ENRIQUE MARTINEZ,CALLE,82.8,CRECIENTE,"1",corrección numeración 3-2,Ciclovías,,,Construcción Año 2012,Ciclovía,VÍA LOCAL,,"13","13","13",COLEGIALES,COLEGIALES,COLEGIALES
"MULTILINESTRING ((-58.473684819195 -34.5761078966996,-58.4738291419623 -34.5761866182633,-58.4746190504096 -34.5766363450415))","4119","12168",LA PAMPA,"4402","4500","4401","4499","TORNQUINST, E. - PAMPA",LA PAMPA,CALLE,103.86,DECRECIENTE,"-1",,Ciclovías,"Por calzada paralela y adyacente a la vereda noroeste, en doble sentido de circulación, según Resolución N.° 443/SECTRANS/18 en BO 5463 publicado el 24/09/2018",,Construcción Año 2013,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"0","15","12",,VILLA ORTUZAR,VILLA URQUIZA
"MULTILINESTRING ((-58.4109418466711 -34.5767997984011,-58.4117497196904 -34.5764347126989))","4153","12107",DEL LIBERTADOR AV.,"3002","3100","3001","3099","DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :",AV.DEL LIBERTADOR,AVENIDA,84.47,DECRECIENTE,"-1","Según Ley 1420 public. en el BO N° 2036 del 30/09/2004, Av. Del Libertador, los cuatro carriles adyacentes a la acera Noreste entre Jerónimo Salguero y Av. Sarmiento, sentido de circulación Sudeste - Noroeste, sólo los días hábiles de 17 a 22 horas",Ciclovías,Mano derecha,Vereda,Construcción Año 2010,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,"14","14","14",PALERMO,PALERMO,PALERMO
"MULTILINESTRING ((-58.4876187626022 -34.5762765529931,-58.4891349659375 -34.5771716813562))","4206","2083",BLANCO ENCALADA,"5202","5300","5201","5299",,BLANCO ENCALADA,CALLE,170.93,CRECIENTE,"1",corrección altura 9-1-03,Ciclovías,"Por calzada paralela y adyacente a la vereda sureste, en doble sentido de circulación según Res. 339/SECTRANS/18 en BO 5423 del 27/07/2018",,Construcción Diciembre de 2018,Ciclovía,VÍA LOCAL,,"12","12","12",VILLA URQUIZA,VILLA URQUIZA,VILLA URQUIZA
"MULTILINESTRING ((-58.4672210174788 -34.577202169951,-58.4679731915788 -34.5763000133078))","4216","21059",TRONADOR,"1502","1600","1501","1599",ESTOMBA Y PLAZA,TRONADOR,CALLE,121.57,CRECIENTE,"1",,Ciclovías Proyectadas,,,Informada como Proyectada por Sec. de Transporte en Febrero de 2019,Ciclovía proyectada,VÍA LOCAL,,"15","15","15",VILLA ORTUZAR,VILLA ORTUZAR,VILLA ORTUZAR
"MULTILINESTRING ((-58.4099584424746 -34.5772395923115,-58.4107274005646 -34.5768967503424,-58.4109418466711 -34.5767997984011))","4224","12107",DEL LIBERTADOR AV.,"2902","3000","2901","2999","DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :",AV.DEL LIBERTADOR,AVENIDA,102.58,DECRECIENTE,"-1","Según Ley 1420 public. en el BO N° 2036 del 30/09/2004, Av. Del Libertador, los cuatro carriles adyacentes a la acera Noreste entre Jerónimo Salguero y Av. Sarmiento, sentido de circulación Sudeste - Noroeste, sólo los días hábiles de 17 a 22 horas",Ciclovías,Mano derecha,Calle,Construcción Año 2010,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,"14","14","14",PALERMO,PALERMO,PALERMO
"MULTILINESTRING ((-58.493830377123 -34.5772379702803,-58.4943423398692 -34.5765940484913,-58.4944365469932 -34.5764766982799))","4228","3115",CERETTI,"2502","2600","2501","2599",,CERETTI,CALLE,101.123448163514,CRECIENTE,"1",,Ciclovías,,,Construcción Año 2010,Ciclovía,VÍA LOCAL,,"12","12","12",VILLA URQUIZA,VILLA URQUIZA,VILLA URQUIZA
"MULTILINESTRING ((-58.4098664634514 -34.5772806092044,-58.4097838129847 -34.5768478182166,-58.409771668693 -34.5767996429516,-58.4097494892551 -34.5767335756148,-58.4097272188833 -34.5766765929153,-58.4097008610149 -34.5766208056224,-58.4096705008428 -34.5765661433472,-58.4096310351367 -34.5765045050953,-58.4096013479811 -34.5764625898223,-58.4095702128307 -34.576421659839,-58.4095375446367 -34.576381574259,-58.4095033434002 -34.576342333081,-58.4094676942175 -34.5763040067652,-58.4094305970895 -34.5762665953105,-58.4093921371117 -34.5762301691768,-58.4093523142391 -34.5761947987869,-58.4092997256325 -34.5761512535649,-58.4092280736372 -34.5760953756945,-58.409155484328 -34.5760408354198,-58.4090817876057 -34.5759873509681,-58.4090068982838 -34.5759349927233,-58.4089446026788 -34.5758935557454,-58.4088556742865 -34.5758275993419,-58.4087757672347 -34.5757672103912,-58.4085461837591 -34.5755778785974))","4232","3082",CASARES AV.,"3402","3500","3401","3499",,AV. CASARES,AVENIDA,233.15,DOBLE,"2","Ordenanza Nº 34062 del 23/02/1978 - BM 15727 - pág 37445 -  CIRCULACION: Restitución de doble sentido, entre Avda Libertador y Pte Alcorta",Ciclovías,,,Construcción Año 2013,Ciclovía,VÍA LOCAL,,"14","14","14",PALERMO,PALERMO,PALERMO
"MULTILINESTRING ((-58.4098664634514 -34.5772806092044,-58.4099584424746 -34.5772395923115))","4233","12107",DEL LIBERTADOR AV.,"0","0","0","0","DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :",AV.DEL LIBERTADOR,AVENIDA,9.59,DECRECIENTE,"-1","Según Ley 1420 public. en el BO N° 2036 del 30/09/2004, Av. Del Libertador, los cuatro carriles adyacentes a la acera Noreste entre Jerónimo Salguero y Av. Sarmiento, sentido de circulación Sudeste - Noroeste, sólo los días hábiles de 17 a 22 horas",Ciclovías,Mano derecha,Calle,Construcción Año 2010,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,"14","14","14",PALERMO,PALERMO,PALERMO
"MULTILINESTRING ((-58.4891349659375 -34.5771716813562,-58.4902079516866 -34.5778050532594))","4314","2083",BLANCO ENCALADA,"5302","5400","5301","5399",,BLANCO ENCALADA,CALLE,120.96,CRECIENTE,"1",corrección altura 9-1-03,Ciclovías,"Por calzada paralela y adyacente a la vereda sureste, en doble sentido de circulación según Res. 339/SECTRANS/18 en BO 5423 del 27/07/2018",,Construcción Diciembre de 2018,Ciclovía,VÍA LOCAL,,"12","12","12",VILLA URQUIZA,VILLA URQUIZA,VILLA URQUIZA
"MULTILINESTRING ((-58.4086193723546 -34.5778366168098,-58.4098664634514 -34.5772806092044))","4318","12107",DEL LIBERTADOR AV.,"2802","2890","2801","2899","DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :",AV.DEL LIBERTADOR,AVENIDA,130,DECRECIENTE,"-1","Según Ley 1420 public. en el BO N° 2036 del 30/09/2004, Av. Del Libertador, los cuatro carriles adyacentes a la acera Noreste entre Jerónimo Salguero y Av. Sarmiento, sentido de circulación Sudeste - Noroeste, sólo los días hábiles de 17 a 22 horas",Ciclovías,Mano derecha,Calle,Construcción Año 2010,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,"14","14","14",PALERMO,PALERMO,PALERMO
"MULTILINESTRING ((-58.4350038511623 -34.5779203753461,-58.4360197769579 -34.5771094642891))","4330","7093",GUATEMALA,"5902","6000","5901","5999",,GUATEMALA,CALLE,129.55,DECRECIENTE,"-1",,Ciclovías,,,Construcción en Septiembre de 2018,Ciclovía,VÍA LOCAL,,"14","14","14",PALERMO,PALERMO,PALERMO
"MULTILINESTRING ((-58.4520109951602 -34.5779478519932,-58.453721681734 -34.577122066834))","4333","13038","MARTINEZ, ENRIQUE, GRAL.","802","900","801","899",MARTINEZ,GRAL.ENRIQUE MARTINEZ,CALLE,181.75,CRECIENTE,"1",,Ciclovías,,,Construcción Año 2012,Ciclovía,VÍA LOCAL,,"13","13","13",COLEGIALES,COLEGIALES,COLEGIALES
"MULTILINESTRING ((-58.475594335384 -34.577190486779,-58.4771502710442 -34.5780733652886))","4354","12168",LA PAMPA,"4702","4800","4701","4799","TORNQUINST, E. - PAMPA",LA PAMPA,CALLE,173.14,DECRECIENTE,"-1",,Ciclovías,"Por calzada paralela y adyacente a la vereda noroeste, en doble sentido de circulación, según Resolución N.° 443/SECTRANS/18 en BO 5463 publicado el 24/09/2018",,Construcción Año 2013,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"0","15","12",,VILLA ORTUZAR,VILLA URQUIZA
"MULTILINESTRING ((-58.4663158329345 -34.5782876390708,-58.4671220071903 -34.5773209017168))","4384","21059",TRONADOR,"1402","1500","1401","1499",ESTOMBA Y PLAZA,TRONADOR,CALLE,130.28,CRECIENTE,"1",,Ciclovías Proyectadas,,,Informada como Proyectada por Sec. de Transporte en Febrero de 2019,Ciclovía proyectada,VÍA LOCAL,,"15","15","15",VILLA ORTUZAR,VILLA ORTUZAR,VILLA ORTUZAR
"MULTILINESTRING ((-58.4902079516866 -34.5778050532594,-58.4912715861737 -34.578432924741))","4424","2083",BLANCO ENCALADA,"5402","5500","5401","5499",,BLANCO ENCALADA,CALLE,119.9,CRECIENTE,"1",corrección altura 9-1-03,Ciclovías,"Por calzada paralela y adyacente a la vereda sureste, en doble sentido de circulación según Res. 339/SECTRANS/18 en BO 5423 del 27/07/2018",,Construcción Diciembre de 2018,Ciclovía,VÍA LOCAL,,"12","12","12",VILLA URQUIZA,VILLA URQUIZA,VILLA URQUIZA
"MULTILINESTRING ((-58.4499835181913 -34.5789270325332,-58.4501412154691 -34.5788503580367,-58.4510890103845 -34.578392912603))","4509","13038","MARTINEZ, ENRIQUE, GRAL.","602","700","601","699",MARTINEZ,GRAL.ENRIQUE MARTINEZ,CALLE,117.48,CRECIENTE,"1",,Ciclovías,,,Construcción Año 2012,Ciclovía,VÍA LOCAL,,"13","13","13",COLEGIALES,COLEGIALES,COLEGIALES
"MULTILINESTRING ((-58.4660231367672 -34.5790203359812,-58.4663158329345 -34.5782876390708))","4519","21059",TRONADOR,"1302","1400","1301","1399",ESTOMBA Y PLAZA,TRONADOR,CALLE,85.6,CRECIENTE,"1",corrección numeración 10-1,Ciclovías Proyectadas,,,Informada como Proyectada por Sec. de Transporte en Febrero de 2019,Ciclovía proyectada,VÍA LOCAL,,"15","15","15",VILLA ORTUZAR,VILLA ORTUZAR,VILLA ORTUZAR
"MULTILINESTRING ((-58.4781985644624 -34.5786690278632,-58.4786551485797 -34.5789285536826,-58.4789879251188 -34.5791251348173))","4536","12168",LA PAMPA,"4902","5000","4931","4999","TORNQUINST, E. - PAMPA",LA PAMPA,CALLE,88.36,DECRECIENTE,"-1",,Ciclovías,"Por calzada paralela y adyacente a la vereda noroeste, en doble sentido de circulación, según Resolución N.° 443/SECTRANS/18 en BO 5463 publicado el 24/09/2018",,Construcción Año 2013,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"0","15","12",,VILLA ORTUZAR,VILLA URQUIZA
"MULTILINESTRING ((-58.4491099619584 -34.5793519421668,-58.4499835181913 -34.5789270325332))","4579","13038","MARTINEZ, ENRIQUE, GRAL.","502","600","501","599",MARTINEZ,GRAL.ENRIQUE MARTINEZ,CALLE,92.99,CRECIENTE,"1",,Ciclovías,,,Construcción Año 2012,Ciclovía,VÍA LOCAL,,"13","13","13",COLEGIALES,COLEGIALES,COLEGIALES
"MULTILINESTRING ((-58.4660880320963 -34.5795037943917,-58.4660231367672 -34.5790203359812))","4610","21059",TRONADOR,"1202","1300","1201","1299",ESTOMBA Y PLAZA,TRONADOR,CALLE,53.96,CRECIENTE,"1",corrección numeración 10-1,Ciclovías Proyectadas,"Por calzada paralela y adyacente a la vereda oeste, en doble sentido de circulación",,Informada como Proyectada por Sec. de Transporte en Febrero de 2019 - Según Resolución N.° 31/SECTRANS/19 en BO 5558 del 13/02/2019,Ciclovía proyectada,VÍA LOCAL,,"15","15","15",VILLA ORTUZAR,VILLA ORTUZAR,VILLA ORTUZAR
"MULTILINESTRING ((-58.4058345509827 -34.5795608629995,-58.4063267846362 -34.5791612975211))","4629","12107",DEL LIBERTADOR AV.,"2442","2500","2441","2499","DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :",AV.DEL LIBERTADOR,AVENIDA,63.28,DECRECIENTE,"-1","Según Ley 1420 public. en el BO N° 2036 del 30/09/2004, Av. Del Libertador, los tres carriles adyacentes a la acera Noreste entre Austria y Jerónimo Salguero, sentido de circulación Sudeste - Noroeste, sólo los días hábiles de 17 a 22 horas",Ciclovías,Mano derecha,Vereda,Construcción Año 2010,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,"14","14","14",PALERMO,PALERMO,PALERMO
"MULTILINESTRING ((-58.448470392933 -34.5796629987814,-58.4491099619584 -34.5793519421668))","4642","13038","MARTINEZ, ENRIQUE, GRAL.","402","500","401","499",MARTINEZ,GRAL.ENRIQUE MARTINEZ,CALLE,68.08,CRECIENTE,"1",,Ciclovías,,,Construcción Año 2012,Ciclovía,VÍA LOCAL,,"13","13","13",COLEGIALES,COLEGIALES,COLEGIALES
"MULTILINESTRING ((-58.4261957716886 -34.5797293879581,-58.4254393183001 -34.5788655477926,-58.4252545646582 -34.5786634442563))","4653","7054",GODOY CRUZ,"2602","2700","2601","2699",,GODOY CRUZ,CALLE,146.43,CRECIENTE,"1",,Ciclovías,,,Construcción Año 2012,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"14","14","14",PALERMO,PALERMO,PALERMO
"MULTILINESTRING ((-58.437200430821 -34.5798369575475,-58.436555729441 -34.5792744129974))","4674","19015","RAVIGNANI, EMILIO, Dr.","1952","2000","1951","1999","ARGUIBEL, ANDRES",DR.EMILIO RAVIGNANI,CALLE,85.99,CRECIENTE,"1",,Ciclovías,"Por calzada paralela y adyacente a la vereda noroeste, en doble sentido de circulación según Res. 339/SECTRANS/18 en BO 5423 del 27/07/2018",,Construcción en Agosto de 2018,Ciclovía,VÍA LOCAL,,"14","14","14",PALERMO,PALERMO,PALERMO
